username,Past Action,Time,Review,processed
Gayathiri Sivakumar,3 reviews · 5 photos,2 months ago,"I recently visited Suka Desert and tried a variety of their offerings. The pancake was exceptionally fluffy and enjoyable, while the vanilla 3-phase ice cream was delightful overall, though the melted chocolate phase was overly sweet for my …","['recently', 'visit', 'ska', 'desert', 'try', 'variety', 'offering', 'pancake', 'exceptionally', 'fluffy', 'enjoyable', 'vanilla', 'phase', 'ice', 'cream', 'delightful', 'overall', 'though', 'melted', 'chocolate', 'phase', 'overly', 'sweet', '…']"
Azam Kamal,"Local Guide · 205 reviews · 1,571 photos",2 months ago,"My review is simple because I love chocolate. Of course, it’s sweet—after all, that’s what chocolate is! …","['review', 'simple', 'love', 'chocolate', 'course', 'it', '’', 's', 'sweet—after', 'that', '’', 's', 'chocolate', '…']"
Malihah Yusof,Local Guide · 30 reviews · 71 photos,3 months ago,Not sure why people are so hype about this. They sure have various dessert but the cakes taste just like the ones you'd get at regular bakery. They are pricey as claimed to be using premium ingredients. But i probably would not come back to …,"['sure', 'people', 'hype', 'sure', 'various', 'dessert', 'cake', 'taste', 'like', 'one', 'would', 'get', 'regular', 'bakery', 'price', 'claim', 'use', 'premium', 'ingredient', 'probably', 'would', 'come', 'back', '…']"
Nurul Azida (Zida),Local Guide · 16 reviews · 58 photos,4 months ago,Love it! Cake in bowl definitely so delicious not so sweet just nice to eat. Croissant much better if the texture more crispy it would be great. The cafe surrounding look really nice and suitable to dine in.,"['love', 'cake', 'bowl', 'definitely', 'delicious', 'sweet', 'nice', 'eat', 'croissant', 'much', 'good', 'texture', 'crisp', 'would', 'great', 'cafe', 'surround', 'look', 'really', 'nice', 'suitable', 'dine']"
Najihah Pazaer,Local Guide · 5 reviews · 19 photos,2 months ago,"The queue always long, tapi laju! So u dont have to worry standing for so long outside. Less people dine in as most want to tapau desserts. so u can get in quicker. Strawberry so fresh and juicy. Please get that. Bought brownies nutella as well for birthday. Lovin it❤️","['queue', 'always', 'long', 'tape', 'lau', 'u', 'dont', 'worry', 'stand', 'long', 'outside', 'less', 'people', 'dine', 'want', 'japan', 'dessert', 'u', 'get', 'quick', 'strawberry', 'fresh', 'juicy', 'please', 'get', 'bought', 'brownish', 'novella', 'well', 'birthday', 'login']"
Mar M,"Local Guide · 305 reviews · 1,327 photos",6 months ago,"29/09/2024

Overall experience is 3/5 …","['overall', 'experience', '…']"
Ajiq Ziq,Local Guide · 46 reviews · 119 photos,5 months ago,"I might be a little bit high expectations to come here🥲.

But the dessert was still satisfying. The most I liked is the dark cookies in …","['might', 'little', 'bit', 'high', 'expectation', 'come', 'dessert', 'still', 'satisfy', 'like', 'dark', 'cooky', '…']"
Mohd Aminuddin Sukor,"Local Guide · 138 reviews · 1,008 photos",3 months ago,"visiting on 3rd Jan 2025, the atmosphere kinda cool with korean playlist. offers various kind of desserts. some of it worth to buy, some quite pricy to some people. the taste for creamy pasta and aglio olio  doesnt meet expectation, indomie …","['visit', 'rd', 'jan', 'atmosphere', 'kinda', 'cool', 'korean', 'playlist', 'offer', 'various', 'kind', 'dessert', 'worth', 'buy', 'quite', 'price', 'people', 'taste', 'creamy', 'pasta', 'also', 'lio', 'doesnt', 'meet', 'expectation', 'income', '…']"
Norzaliza Md Nor,5 reviews · 3 photos,5 months ago,I like the vibes and atmosphere. food are delicious though i am not a sweet tooth type but i really enjoy eating the strawberry choc. The burnt cheese cake with choc topping is so scrumptious. keep it up!,"['like', 'vibe', 'atmosphere', 'food', 'delicious', 'though', 'sweet', 'tooth', 'type', 'really', 'enjoy', 'eat', 'strawberry', 'hoc', 'burnt', 'cheese', 'cake', 'hoc', 'top', 'scrumptious', 'keep']"
Muzakkir Ahmad Zamri,10 reviews · 11 photos,3 weeks ago,"Followed my wife here, didnt know that it was so viral at the moment. Got into a long queue but managed to spend rm100+ on the dessert. Still worth it, very recomended 👍🏻 …","['follow', 'wife', 'didnt', 'know', 'viral', 'moment', 'get', 'long', 'queue', 'manage', 'spend', 'rm', 'dessert', 'still', 'worth', 'recommend', '…']"
soo kinwah,Local Guide · 23 reviews · 37 photos,6 months ago,"Place for chocolate and sweet lover. The food is sweet. If there is a sweet scale of 5, i will give it 4. Pistacheese in a cup is not bad, thanks to the cheese taste. The strawberry in cup also not bad. Thanks to the sweetness and slightly …","['place', 'chocolate', 'sweet', 'lover', 'food', 'sweet', 'sweet', 'scale', 'give', 'pistacheese', 'cup', 'bad', 'thanks', 'cheese', 'taste', 'strawberry', 'cup', 'also', 'bad', 'thanks', 'sweetness', 'slightly', '…']"
qila sulaiman,4 reviews · 3 photos,5 months ago,"Spent almost rm200 but the chocolate taste like a cheap chocolate. For the choc drinks that cost us rm22 really not worth it at all! I dont mind paying alot if the product is at par with what im paying. Unfortunately, its not. Choc taste …","['spent', 'almost', 'rm', 'chocolate', 'taste', 'like', 'cheap', 'chocolate', 'hoc', 'drink', 'cost', 'u', 'rm', 'really', 'worth', 'dont', 'mind', 'pay', 'alot', 'product', 'par', 'im', 'pay', 'unfortunately', 'hoc', 'taste', '…']"
Siti Atikah Maturidi,Local Guide · 41 reviews · 89 photos,3 months ago,I went on weekdays and no lines……yeay tak payah beratur. All about chocolate and for me the price a bit pricey for some item and some of them reasonable as they used the expensive product. …,"['go', 'weekday', 'lines……year', 'tak', 'pay', 'beratur', 'chocolate', 'price', 'bit', 'price', 'item', 'reasonable', 'use', 'expensive', 'product', '…']"
Maz Zalan,"Local Guide · 243 reviews · 1,157 photos",4 months ago,"Went here recently and had an okay experience. The queue took around 20-30++ minutes, but it depends on how fast the people inside make their selections. They don’t let the next group in until everyone in the current batch is done, so be …","['go', 'recently', 'okay', 'experience', 'queue', 'take', 'around', 'minute', 'depend', 'fast', 'people', 'inside', 'make', 'selection', 'don', '’', 't', 'let', 'next', 'group', 'everyone', 'current', 'batch', 'do', '…']"
Amira Azhar,6 reviews · 1 photo,2 weeks ago,"The que was decent, but I would not recommend you guys to take the desserts that lays in the glass. It was not as fresh, but the pancake and the cake bowl was amazing. Truly suka dessert's choclate base is something else and nothing compares. Just get the freshly made ones :)","['que', 'decent', 'would', 'recommend', 'guy', 'take', 'dessert', 'lay', 'glass', 'fresh', 'pancake', 'cake', 'bowl', 'amaze', 'truly', 'ska', 'dessert', 'chocolate', 'base', 'something', 'else', 'nothing', 'compare', 'get', 'freshly', 'make', 'one']"
Afiqah saiful anuar,Local Guide · 28 reviews · 67 photos,7 months ago,"Pros-
• Queue was long but it only took around 30 mins since it's a batch by batch system. …","['pro', '•', 'queue', 'long', 'take', 'around', 'min', 'since', 'batch', 'batch', 'system', '…']"
Hisyam Abdullah,5 reviews · 5 photos,7 months ago,"Pros: The desserts here are mostly good. Plenty of variety. If you're a chocolate lover, you'll have a hard time deciding what to get, so I'd recommend going to their insta and deciding beforehand what you'd like to get. …","['pro', 'dessert', 'mostly', 'good', 'plenty', 'variety', 'chocolate', 'lover', 'hard', 'time', 'decide', 'get', 'would', 'recommend', 'go', 'inst', 'decide', 'beforehand', 'would', 'like', 'get', '…']"
Ami,Local Guide · 16 reviews · 39 photos,10 months ago,"For those who are chocolate lovers..you need to go here. The price like ‘mahal sikit’ but you got premium chocolate, so worth it for the price. …","['chocolate', 'loversyou', 'need', 'go', 'price', 'like', '‘', 'medal', 'skit', '’', 'get', 'premium', 'chocolate', 'worth', 'price', '…']"
Mixon Kumaran,Local Guide · 340 reviews · 246 photos,9 months ago,This is my second time in Suka Dessert. I really love the sweets sold here. Recently the hype is crazy and the crowd queuing is super long. Today I experienced it and I definitely know the reasons behind this. I queued at 1140am just to get …,"['second', 'time', 'ska', 'dessert', 'really', 'love', 'sweet', 'sell', 'recently', 'hype', 'crazy', 'crowd', 'quote', 'super', 'long', 'today', 'experience', 'definitely', 'know', 'reason', 'behind', 'queue', 'get', '…']"
asmahhanem,Local Guide · 31 reviews · 77 photos,5 months ago,"salam & hi...

in my opinion, Suka Dessert is one of the many viral places that exceeds my …","['slam', 'hi', 'opinion', 'ska', 'dessert', 'one', 'many', 'viral', 'place', 'exceed', '…']"
Harris Hizaruddin,Local Guide · 66 reviews · 34 photos,11 months ago,"For a first time going there, I would say it's pretty confusing for ordering a food. You have to queue while ordering what do you want on each station as you progress. For newer menu, you need to order it on the cashier which is nuisance to …","['first', 'time', 'go', 'would', 'say', 'pretty', 'confuse', 'order', 'food', 'queue', 'order', 'want', 'station', 'progress', 'newer', 'menu', 'need', 'order', 'cashier', 'nuisance', '…']"
Nur Dhia Iman,8 reviews · 20 photos,8 months ago,I know the line is Long But this place didn’t take that long to line up i’ve been to those viral places that i have to line up way more longer than this one!.the Service is Oky but the staff is A bit slow just a bit!.I tried All the …,"['know', 'line', 'long', 'place', 'didn', '’', 't', 'take', 'long', 'line', 'i', '’', 've', 'viral', 'place', 'line', 'way', 'longer', 'onethe', 'service', 'ok', 'staff', 'bit', 'slow', 'bit', 'try', '…']"
Shyndi Ayu,Local Guide · 27 reviews · 105 photos,4 months ago,"Beratur tggu turn nak masuk dlm 10minute, order and paid smooth process. Overall pricey but delicious, really worth it once in a while …","['beratur', 'tag', 'turn', 'nak', 'mask', 'dlm', 'minute', 'order', 'pay', 'smooth', 'process', 'overall', 'price', 'delicious', 'really', 'worth', '…']"
Reshanthini Kumaran,Local Guide · 14 reviews · 11 photos,10 months ago,Their desserts are to die for. Worth every penny. The price was reasonable for the portion they’re providing. It was quite crowded during weekdays too but the staffs there managed everything quickly. Will go again very soon,"['dessert', 'die', 'worth', 'every', 'penny', 'price', 'reasonable', 'portion', 'they', '’', 're', 'provide', 'quite', 'crowd', 'weekday', 'staff', 'manage', 'everything', 'quickly', 'go', 'soon']"
min yoonstar093,Local Guide · 45 reviews · 132 photos,8 months ago,I went here on Sunday and there was already around 11-14 people started queuing. Mind you that I came as early as 9am (shop opens at 10am)😅 …,"['go', 'sunday', 'already', 'around', 'people', 'start', 'quote', 'mind', 'come', 'early', 'shop', 'open', '…']"
sarah ahmad,Local Guide · 62 reviews · 265 photos,9 months ago,"Food was good, a lot of desserts selection ready made that you can choose from. Their signatures are cake in bowl and cookies dip with fresh milk. …","['food', 'good', 'lot', 'dessert', 'selection', 'ready', 'make', 'choose', 'signature', 'cake', 'bowl', 'cooky', 'dip', 'fresh', 'milk', '…']"
Hasanudin Ahmad,Local Guide · 77 reviews · 74 photos,a year ago,"A lot of desert chocolate bases can be found here.
Cashless parking in the basement or near Selayang Capitols. (paid parking)
If you are lucky enough, you can park at customers parking in front of shops. …","['lot', 'desert', 'chocolate', 'base', 'find', 'castle', 'park', 'basement', 'near', 'delay', 'capital', 'pay', 'park', 'lucky', 'enough', 'park', 'customer', 'park', 'front', 'shop', '…']"
M M,Local Guide · 18 reviews · 4 photos,5 months ago,"Their dessert is undoubtedly really good! I don’t care if people say it’s too sweet, what do you expect dessert to taste like? Bitter? However, their opening time isn’t punctual. They are supposed to open at 10 a.m., but they were 10 minutes late.","['dessert', 'undoubtedly', 'really', 'good', 'don', '’', 't', 'care', 'people', 'say', 'it', '’', 's', 'sweet', 'expect', 'dessert', 'taste', 'like', 'bitter', 'however', 'opening', 'time', 'isn', '’', 't', 'puncture', 'suppose', 'open', 'minute', 'late']"
Mathy 7,Local Guide · 75 reviews · 412 photos,11 months ago,"Due to the hype , I came
If ur really planning to go , plan with a gang of at least 3-4 ppl. So can share . I muak since too much . Pancake with biscoff is ok . Brownies very dry . The …","['due', 'hype', 'come', 'ur', 'really', 'plan', 'go', 'plan', 'gang', 'least', 'ppl', 'share', 'musk', 'since', 'much', 'pancake', 'biscoff', 'ok', 'brownish', 'dry', '…']"
Hamzi Che Mat,"Local Guide · 144 reviews · 1,006 photos",10 months ago,Great and tasty desert. Premium taste and love with their choc! You should try guys. Avoid to come during peak hour or u need to wait 20 min +- hehe,"['great', 'tasty', 'desert', 'premium', 'taste', 'love', 'hoc', 'try', 'guy', 'avoid', 'come', 'peak', 'hour', 'u', 'need', 'wait', 'min']"
Hadi Nor,Local Guide · 88 reviews · 532 photos,2 years ago,"We love chocolate. So Suka Dessert offers you tons of chocolate selections to be made. I don't know what I order but it does taste very good! 😂😂😂 They also have pastas and others if you really hungry. Please be aware of your plan, come at …","['love', 'chocolate', 'ska', 'dessert', 'offer', 'ton', 'chocolate', 'selection', 'make', 'know', 'order', 'taste', 'good', 'also', 'pasta', 'others', 'really', 'hungry', 'please', 'aware', 'plan', 'come', '…']"
Al Fikri Anuar,Local Guide · 63 reviews · 362 photos,a year ago,"Desserts are decent quality, especially the brownies and chocolate cheese tart. Banyak choices, cume a bit pricey. Not enough parking space especially on weekends due to overcrowding, klau lucky boleh parking dekat reserved customer parking spot.","['dessert', 'decent', 'quality', 'especially', 'brownish', 'chocolate', 'cheese', 'tart', 'bank', 'choice', 'cume', 'bit', 'price', 'enough', 'parking', 'space', 'especially', 'weekend', 'due', 'overcrowd', 'klar', 'lucky', 'parking', 'desat', 'reserve', 'customer', 'parking', 'spot']"
Muhadir Abdullah,Local Guide · 50 reviews · 218 photos,a year ago,"Certainly! If you're a dessert lover and looking for a delightful experience, this place is a must-visit. It offers a wide array of scrumptious desserts, ranging from classic favorites to innovative and unique creations. From delectable …","['certainly', 'dessert', 'lover', 'look', 'delightful', 'experience', 'place', 'mustvisit', 'offer', 'wide', 'array', 'scrumptious', 'dessert', 'range', 'classic', 'favorite', 'innovative', 'unique', 'creation', 'detectable', '…']"
Nabihah Husna,5 reviews · 16 photos,2 months ago,"love the desserts, try to come on weekdays to avoid queues 👍🏻 …","['love', 'dessert', 'try', 'come', 'weekday', 'avoid', 'queue', '…']"
misz ieyka,Local Guide · 30 reviews · 43 photos,9 months ago,"spendong rm200+.. tbh not worth the expensive price,  the cake is too sweet. banyak jenis juga i order, tak rasa pun premium nyaa... …","['spending', 'rm', 'honest', 'worth', 'expensive', 'price', 'cake', 'sweet', 'bank', 'penis', 'jug', 'order', 'tak', 'nasa', 'pun', 'premium', 'ncaa', '…']"
Fun activities,"Local Guide · 519 reviews · 2,426 photos",a year ago,"Need to queue to dine in. Lots of choices of desserts. Price is ok, I think. The taste is quite sweet, but that's what desserts should taste after all 😂. Fast service. Good location. …","['need', 'queue', 'dine', 'lot', 'choice', 'dessert', 'price', 'ok', 'think', 'taste', 'quite', 'sweet', 'dessert', 'taste', 'fast', 'service', 'good', 'location', '…']"
Firdaus Doo Joon,Local Guide · 58 reviews · 178 photos,11 months ago,"This shop has been making waves since last year. I visited last week before Hari Raya to try their new signature drinks and pastries. 🥐  I love the Voldhona chocolate drink so good !!! The premium quality is undeniable, especially in their …","['shop', 'make', 'wave', 'since', 'last', 'year', 'visit', 'last', 'week', 'hari', 'ray', 'try', 'new', 'signature', 'drink', 'pastry', 'love', 'voldhona', 'chocolate', 'drink', 'good', 'premium', 'quality', 'undeniable', 'especially', '…']"
Yazz Amra,Local Guide · 16 reviews · 22 photos,a year ago,"Twice in a week  went there, from Bukit Bintang, Grab yang sama datang & balik (meaning 2 hari tu, 1 grab yang sama lah yee each day)🤣
susah dapat grab eh this area.. …","['twice', 'week', 'go', 'bind', 'grab', 'yang', 'sama', 'date', 'malik', 'meaning', 'hari', 'tu', 'grab', 'yang', 'sama', 'lah', 'yee', 'day', 'susan', 'data', 'grab', 'eh', 'area', '…']"
Anisa,Local Guide · 30 reviews · 27 photos,a year ago,"First time; we tried the rolled ice cream, and cake in bowl. And loveee them taste😍 We ate the cake for a week, keep in the fridge and take bits to steam to get the original texture. Then the second time, we had tried these 2 cookies and …","['first', 'time', 'try', 'rolled', 'ice', 'cream', 'cake', 'bowl', 'love', 'taste', 'ate', 'cake', 'week', 'keep', 'fridge', 'take', 'bit', 'steam', 'get', 'original', 'texture', 'second', 'time', 'tried', 'cooky', '…']"
Nurul Ain,1 review,4 months ago,"service
This was the worst experience I’ve ever had. I’m okay with long queues, but the issue is their system it’s a mess. I went on a weekend, and they had two …","['service', 'bad', 'experience', 'i', '’', 've', 'ever', 'i', '’', 'm', 'okay', 'long', 'queue', 'issue', 'system', 'it', '’', 's', 'mess', 'go', 'weekend', 'two', '…']"
Brentha Devi Sandaran,Local Guide · 16 reviews · 12 photos,7 months ago,Well organised queue management. They’re realising the queue by batch. So no need to wait for a long time(ps: weekday). Decide what you want to buy earlier to ease the process. …,"['well', 'organise', 'queue', 'management', 'they', '’', 're', 'realise', 'queue', 'batch', 'need', 'wait', 'long', 'time', 'weekday', 'decide', 'want', 'buy', 'early', 'ease', 'process', '…']"
Abdul Hakim Adli,7 reviews · 1 photo,3 months ago,"food is okay, but 40 minutes to wait?? like you doesn’t even bother to improve your service. It’s been a while now. All staff are okay, food is fine. But queing is something you should think about. Improve that and i think you will generate more ticket per minute for your store and improve customer satisfaction","['food', 'okay', 'minute', 'wait', 'like', 'doesn', '’', 't', 'even', 'bother', 'improve', 'service', 'it', '’', 's', 'staff', 'okay', 'food', 'fine', 'use', 'something', 'think', 'improve', 'think', 'generate', 'ticket', 'per', 'minute', 'store', 'improve', 'customer', 'satisfaction']"
Maru,Local Guide · 18 reviews · 3 photos,3 months ago,"Tried the Iced Choc & Cake In Bowl. The chocolate is very nice. As they mentioned they use a very expensive chocolate. At first it did taste like Cadbury. But then as you take more bites, the choc does feel a bit different. Same with the …","['try', 'iced', 'hoc', 'cake', 'bowl', 'chocolate', 'nice', 'mention', 'use', 'expensive', 'chocolate', 'first', 'taste', 'like', 'cadbury', 'take', 'bite', 'hoc', 'feel', 'bit', 'different', '…']"
Pang Kae Jiun,"Local Guide · 746 reviews · 4,855 photos",2 months ago,"Seriously not expansive, but…

Total waste for the quality ingredients, all dessert and pastry at best just …","['seriously', 'expansive', 'but…', 'total', 'waste', 'quality', 'ingredient', 'dessert', 'pastry', 'best', '…']"
Monisha Tamel Salvan,Local Guide · 30 reviews · 94 photos,a year ago,"I have been here 2 times and both of the times I visited this shop was super busy and crowded. Staffs are friendly and attentive. If you're the person who loves dessert, this place is worth visiting or dining. So many varieties of brownies, baby pancake also ice cream rolls.","['time', 'time', 'visit', 'shop', 'super', 'busy', 'crowd', 'staff', 'friendly', 'attentive', 'person', 'love', 'dessert', 'place', 'worth', 'visit', 'din', 'many', 'variety', 'brownish', 'baby', 'pancake', 'also', 'ice', 'cream', 'roll']"
Alstroemeria,Local Guide · 20 reviews,2 months ago,"Enough sugar intake for a month.
My opinion. …","['enough', 'sugar', 'intake', 'month', 'opinion', '…']"
Nida Nazurah,7 reviews · 15 photos,2 years ago,"I love the dessert especially the ice cream, 5 stars for ice cream👍🏻 the staff recommend kinder bueno and Toblerone are the best seller, so i chose kinder bueno. It’s not too sweet! Just nice for people who doesn’t really like chocolate. …","['love', 'dessert', 'especially', 'ice', 'cream', 'star', 'ice', 'cream', 'staff', 'recommend', 'kinder', 'bueno', 'toblerone', 'best', 'seller', 'choose', 'kind', 'bueno', 'it', '’', 's', 'sweet', 'nice', 'people', 'doesn', '’', 't', 'really', 'like', 'chocolate', '…']"
Najwa Aljofree,Local Guide · 10 reviews · 1 photo,5 months ago,"An utter sham – grossly overpriced for atrocious quality.

I recently purchased the 'Cookies Bucket', and to my shock, the entire batch was …","['utter', 'sham', '–', 'grossly', 'overprice', 'atrocious', 'quality', 'recently', 'purchase', 'cooky', 'bucket', 'shock', 'entire', 'batch', '…']"
Aida SLee,Local Guide · 19 reviews · 9 photos,8 months ago,Actually I didn't go to their shop but I went to The curve....I love all their desserts...but I love most Cookie in chocolate(I forgot the actual name) my children love it too...that's us !!!just reach KL we rush to the curve...shld try their desserts..drink more plain water ya 🤭 …,"['actually', 'go', 'shop', 'go', 'curve', 'love', 'dessertsbut', 'love', 'cookie', 'chocolate', 'forget', 'actual', 'name', 'child', 'love', 'tooth', 'u', 'reach', 'kl', 'rush', 'curveshld', 'try', 'dessertsdrink', 'plain', 'water', 'ya', '…']"
Ika Azman,21 reviews · 40 photos,2 years ago,"I've been in love with their dessert since way back, where they opened a little shop at Kg. Melayu FRIM. Better come early, if not you have to wait in long queue. They have separate line for dine-in & take away, make sure you line up …","['love', 'dessert', 'since', 'way', 'back', 'open', 'little', 'shop', 'kg', 'relay', 'well', 'come', 'early', 'wait', 'long', 'queue', 'separate', 'line', 'din', 'take', 'away', 'make', 'sure', 'line', '…']"
Ruzz1e xoxo,Local Guide · 93 reviews · 477 photos,3 years ago,"Went 12 march 2022. The decor of the place is super nice. Good place for dates or hangout with girlfriends. They have lots of desserts options. I particularly liked the suka mini cake. It had cadburry choc centre. Yum. Whoppie pie was ok, I …","['go', 'march', 'decor', 'place', 'super', 'nice', 'good', 'place', 'date', 'hangout', 'girlfriend', 'lot', 'dessert', 'option', 'particularly', 'like', 'ska', 'mini', 'cake', 'cadburry', 'hoc', 'centre', 'yum', 'hippie', 'pie', 'ok', '…']"
Shahmira Dzahari,Local Guide · 84 reviews · 168 photos,2 months ago,Once in the blue moon. Don't eat casually. Potong kaki,"['blue', 'moon', 'eat', 'casually', 'vote', 'kai']"
Muhd Nurdin,Local Guide · 132 reviews · 238 photos,2 years ago,"Went there during weekend, full house! The desserts was okay and delicious. I hope there’re more choices other than a lot types of brownies. I would to recommended the Elysium cake and cheese tart!","['go', 'weekend', 'full', 'house', 'dessert', 'okay', 'delicious', 'hope', 'there', '’', 're', 'choice', 'lot', 'type', 'brownish', 'would', 'recommend', 'elysium', 'cake', 'cheese', 'tart']"
Raudhah Sharudin,Local Guide · 60 reviews · 159 photos,2 years ago,"If you guys love chocolate, this is the place! There are many kinds of dessert, pancakes, roll ice cream, you say it.. …","['guy', 'love', 'chocolate', 'place', 'many', 'kind', 'dessert', 'pancake', 'roll', 'ice', 'cream', 'say', '…']"
Guan Wah Soo,8 reviews · 3 photos,4 weeks ago,"No idea why the customer willing to pay beratus-ratus to eat but not willing to pay for parking fee, brainless driver just park at roadside, 3 lane of mainroad became 2 lane, 1 lane for them parking. Hello, janganlah senangkan sendiri, susahkan orang lain","['idea', 'customer', 'willing', 'pay', 'beratusratus', 'eat', 'willing', 'pay', 'park', 'fee', 'stainless', 'driver', 'park', 'roadside', 'lane', 'railroad', 'become', 'lane', 'lane', 'park', 'hello', 'janganlah', 'senangkan', 'send', 'susahkan', 'orange', 'main']"
Wan Nasuha Razak,Local Guide · 20 reviews · 29 photos,8 months ago,Makanan panas eg nasi goreng rasa plain. Pan mee sedap. Star of the show; dessert is fine. Bring along with u a bottle of mineral water cos the swettness would 'kill' you after few bites. Pricey but no harm try once in a while. Parking quite hard to get so we park a bit far,"['makanan', 'pnas', 'eg', 'nasa', 'go', 'nasa', 'plain', 'pan', 'mee', 'sedan', 'star', 'show', 'dessert', 'fine', 'bring', 'along', 'u', 'bottle', 'mineral', 'water', 'co', 'sweetness', 'would', 'kill', 'bite', 'price', 'harm', 'try', 'park', 'quite', 'hard', 'get', 'park', 'bit', 'far']"
Kia Satina,Local Guide · 61 reviews · 83 photos,2 years ago,The chocolate is pure Cadbury and not watered down. Good place to go if you are craving pure chocolate taste. Brownie in a cup is RM16 and baby pancake is around RM11 i think. Baby pancake is less 'muak' than brownie in a cup. The savory dishes are quite pricy so better go here only for the dessert.,"['chocolate', 'pure', 'cadbury', 'water', 'good', 'place', 'go', 'crave', 'pure', 'chocolate', 'taste', 'browne', 'cup', 'rm', 'baby', 'pancake', 'around', 'rm', 'think', 'baby', 'pancake', 'less', 'musk', 'browne', 'cup', 'story', 'dish', 'quite', 'price', 'well', 'go', 'dessert']"
Hazre T,Local Guide · 40 reviews · 21 photos,2 years ago,"The food is awful, expensive, dry frozen meat, pasta also very feel like came out from pack. The dessert taste very cheap like assemble kitkat from packet into tart shell. Waffle very chewy like rubber. This is the worst cafe hopping experienced for me. The cheese ramen is ok acceptable.","['food', 'awful', 'expensive', 'dry', 'frozen', 'meat', 'pasta', 'also', 'feel', 'like', 'come', 'pack', 'dessert', 'taste', 'cheap', 'like', 'assemble', 'kitkat', 'packet', 'tart', 'shell', 'baffle', 'chew', 'like', 'rubber', 'bad', 'cafe', 'hopping', 'experience', 'cheese', 'raven', 'ok', 'acceptable']"
Shaheera Rahim,Local Guide · 49 reviews · 77 photos,a year ago,To be really frank it taste average and the desserts lack of innovation. Like most comments here-  it basically brownie with different topping. …,"['really', 'frank', 'taste', 'average', 'desserts', 'lack', 'innovation', 'like', 'comment', 'basically', 'browne', 'different', 'topping', '…']"
S. Fairuz,Local Guide · 10 reviews · 19 photos,2 years ago,"Very nice, pretty & cozy place to hangout with friends/ loved one! Service also tiptop & their foods taste amazing! Although I come during epic hours, the queue line still going pretty fast! But their dessert most of it doesn't contain dark chocolate, which can be too sweet for some persons. They also have western foods & ramen","['nice', 'pretty', 'copy', 'place', 'hangout', 'friends', 'loved', 'one', 'service', 'also', 'laptop', 'food', 'taste', 'amaze', 'although', 'come', 'epic', 'hour', 'queue', 'line', 'still', 'go', 'pretty', 'fast', 'dessert', 'contain', 'dark', 'chocolate', 'sweet', 'person', 'also', 'western', 'food', 'raven']"
Nur Hidayah,7 reviews · 5 photos,a month ago,Great service by the staff! All food are perfectly perfect,"['great', 'service', 'staff', 'food', 'perfectly', 'perfect']"
odin son,7 reviews · 9 photos,9 months ago,"The dessert flavourless, only can taste sugar instead flavour. What’s so hard to put a beverage menu on cashier counter, so ur guest can order drinks together with the dessert?? Place is warm.","['dessert', 'flavourless', 'taste', 'sugar', 'instead', 'flavour', 'what', '’', 's', 'hard', 'put', 'beverage', 'menu', 'cashier', 'counter', 'ur', 'guest', 'order', 'drink', 'together', 'dessert', 'place', 'warm']"
Huda Ummar,10 reviews · 6 photos,2 months ago,"I went there last Saturday around 6pm, there was a queue but was quite fast, it only took 15-20 mins. …","['go', 'last', 'saturday', 'around', 'pm', 'queue', 'quite', 'fast', 'take', 'min', '…']"
Burhan Khalib,Local Guide · 38 reviews · 46 photos,3 months ago,"Food is kinda bad. Lettuce in spaghetti carbonara? Dessert is equally bad. Other than the ""premium"" chocolate, everything felt cheap. It's like the whole concept is to put the chocolate in everything disregarding balance just for the sake of charging premium.","['food', 'kinda', 'bad', 'lettuce', 'spaghetti', 'carbonate', 'dessert', 'equally', 'bad', 'premium', 'chocolate', 'everything', 'felt', 'cheap', 'like', 'whole', 'concept', 'put', 'chocolate', 'everything', 'disregard', 'balance', 'sake', 'charge', 'premium']"
odd oddie,Local Guide · 116 reviews · 428 photos,2 years ago,"for those who loves choc n all dessert...u should come n try their dessert... sweet tooth lover! shout out for u guys there... dont come on weekend or holiday, or else u need to queue for ur turn..either to take away or dine in..they will arrange for u guys. ambience was nice ..prices moderate range.","['love', 'hoc', 'n', 'dessert', 'come', 'n', 'try', 'dessert', 'sweet', 'tooth', 'lover', 'shout', 'u', 'guy', 'dont', 'come', 'weekend', 'holiday', 'else', 'u', 'need', 'queue', 'ur', 'turneither', 'take', 'away', 'dine', 'arrange', 'u', 'guy', 'audience', 'nice', 'price', 'moderate', 'range']"
Ardini Nordin,Local Guide · 26 reviews · 16 photos,6 months ago,"Choc cheese in a cup is 💯

Variety of choices. If you are a sweet tooth, this is definitely your place. …","['hoc', 'cheese', 'cup', 'variety', 'choice', 'sweet', 'tooth', 'definitely', 'place', '…']"
Nur Ashikin,Local Guide · 8 reviews · 17 photos,2 years ago,"I ordered the whopie pie & red velvet cake.

Cons: Terrible flavour because I can only taste the sugar. Super sweet. …","['order', 'whose', 'pie', 'red', 'velvet', 'cake', 'con', 'terrible', 'flavour', 'taste', 'sugar', 'super', 'sweet', '…']"
MNS,Local Guide · 215 reviews · 183 photos,3 months ago,"Fast service, too much chocolate hahaha RIP my diet","['fast', 'service', 'much', 'chocolate', 'haha', 'rip', 'diet']"
